timestamp [ns],gaze x [px],gaze y [px]
1754818100990179072,448.0,569.0
1754818101006845696,447.0,565.0
1754818101023512320,448.0,566.0
1754818101040179200,448.0,569.0
1754818101056845824,445.0,567.0
1754818101073512448,446.0,567.0
1754818101090179072,449.0,568.0
1754818101106845696,450.0,565.0
1754818101123512320,450.0,565.0
1754818101140178944,445.0,566.0
1754818101156845824,450.0,569.0
1754818101173512448,450.0,564.0
1754818101190179072,448.0,564.0
1754818101206845696,448.0,567.0
1754818101223512320,448.0,565.0
1754818101240179200,448.0,564.0
1754818101256845824,450.0,566.0
1754818101273512448,449.0,564.0
1754818101290179072,450.0,566.0
1754818101306845696,448.0,565.0
1754818101323512320,448.0,565.0
1754818101340178944,445.0,568.0
1754818101356845824,450.0,567.0
1754818101373512448,445.0,565.0
1754818101390179072,445.0,569.0
1754818101406845696,445.0,568.0
1754818101423512320,446.0,565.0
1754818101440179200,449.0,565.0
1754818101456845824,447.0,569.0
1754818101473512448,450.0,569.0
1754818101490179072,445.0,567.0
1754818101506845696,448.0,564.0
1754818101523512320,449.0,564.0
1754818101540178944,449.0,566.0
1754818101556845824,448.0,566.0
1754818101573512448,446.0,569.0
1754818101590179072,448.0,564.0
1754818101606845696,450.0,568.0
1754818101623512320,450.0,566.0
1754818101640179200,450.0,564.0
1754818101656845824,450.0,569.0
1754818101673512448,446.0,567.0
1754818101690179072,407.0,630.0
1754818101706845696,465.0,540.0
1754818101723512320,509.0,472.0
1754818101740178944,307.0,783.0
1754818101756845824,342.0,729.0
1754818101773512448,448.0,567.0
1754818101790179072,542.0,421.0
1754818101806845696,537.0,429.0
1754818101823512320,559.0,395.0
1754818101840179200,518.0,459.0
1754818101856845824,604.0,326.0
1754818101873512448,601.0,330.0
1754818101890179072,663.0,236.0
1754818101906845696,671.0,223.0
1754818101923512320,695.0,187.0
1754818101940178944,693.0,191.0
1754818101956845824,692.0,186.0
1754818101973512448,696.0,191.0
1754818101990179072,695.0,187.0
1754818102006845696,692.0,186.0
1754818102023512320,693.0,189.0
1754818102040179200,696.0,189.0
1754818102056845824,696.0,187.0
1754818102073512448,692.0,191.0
1754818102090179072,694.0,186.0
1754818102106845696,693.0,189.0
1754818102123512320,694.0,187.0
1754818102140178944,693.0,187.0
1754818102156845824,691.0,188.0
1754818102173512448,694.0,190.0
1754818102190179072,691.0,189.0
1754818102206845696,691.0,189.0
1754818102223512320,696.0,190.0
1754818102240179200,692.0,188.0
1754818102256845824,694.0,190.0
1754818102273512448,693.0,186.0
1754818102290179072,696.0,189.0
1754818102306845696,693.0,187.0
1754818102323512320,691.0,186.0
1754818102340178944,695.0,186.0
1754818102356845824,692.0,190.0
1754818102373512448,695.0,188.0
1754818102390179072,695.0,187.0
1754818102406845696,692.0,191.0
1754818102423512320,693.0,188.0
1754818102440179200,693.0,190.0
1754818102456845824,693.0,187.0
1754818102473512448,691.0,188.0
1754818102490179072,691.0,191.0
1754818102506845696,694.0,188.0
1754818102523512320,695.0,186.0
1754818102540178944,696.0,188.0
1754818102556845824,695.0,188.0
1754818102573512448,692.0,188.0
1754818102590179072,691.0,189.0
1754818102606845696,692.0,191.0
1754818102623512320,696.0,191.0
1754818102640179200,691.0,187.0
1754818102656845824,691.0,186.0
1754818102673512448,696.0,187.0
1754818102690179072,696.0,186.0
1754818102706845696,693.0,186.0
1754818102723512320,692.0,186.0
1754818102740178944,694.0,189.0
1754818102756845824,692.0,189.0
1754818102773512448,691.0,188.0
1754818102790179072,691.0,190.0
1754818102806845696,696.0,189.0
1754818102823512320,692.0,188.0
1754818102840179200,696.0,187.0
1754818102856845824,694.0,186.0
1754818102873512448,692.0,189.0
1754818102890179072,693.0,187.0
1754818102906845696,695.0,188.0
1754818102923512320,695.0,189.0
1754818102940178944,594.0,363.0
1754818102956845824,597.0,358.0
1754818102973512448,565.0,415.0
1754818102990179072,559.0,424.0
1754818103006845696,559.0,424.0
1754818103023512320,530.0,472.0
1754818103040179200,530.0,469.0
1754818103056845824,532.0,471.0
1754818103073512448,531.0,469.0
1754818103090179072,535.0,469.0
1754818103106845696,534.0,469.0
1754818103123512320,532.0,473.0
1754818103140178944,530.0,474.0
1754818103156845824,530.0,472.0
1754818103173512448,533.0,471.0
1754818103190179072,531.0,469.0
1754818103206845696,531.0,469.0
1754818103223512320,534.0,469.0
1754818103240179200,530.0,473.0
1754818103256845824,530.0,472.0
1754818103273512448,533.0,474.0
1754818103290179072,535.0,472.0
1754818103306845696,530.0,472.0
1754818103323512320,534.0,473.0
1754818103340178944,535.0,469.0
1754818103356845824,534.0,469.0
1754818103373512448,534.0,470.0
1754818103390179072,535.0,474.0
1754818103406845696,532.0,471.0
1754818103423512320,533.0,474.0
1754818103440179200,530.0,472.0
1754818103456845824,534.0,470.0
1754818103473512448,530.0,473.0
1754818103490179072,535.0,470.0
1754818103506845696,534.0,473.0
1754818103523512320,532.0,472.0
1754818103540178944,534.0,471.0
1754818103556845824,531.0,472.0
1754818103573512448,531.0,469.0
1754818103590179072,534.0,474.0
1754818103606845696,531.0,471.0
1754818103623512320,532.0,469.0
1754818103640179200,532.0,470.0
1754818103656845824,532.0,474.0
1754818103673512448,534.0,473.0
1754818103690179072,534.0,471.0
1754818103706845696,530.0,471.0
1754818103723512320,518.0,590.0
1754818103740178944,536.0,441.0
1754818103756845824,543.0,387.0
1754818103773512448,549.0,340.0
1754818103790179072,533.0,472.0
1754818103806845696,557.0,274.0
1754818103823512320,555.0,289.0
1754818103840179200,545.0,373.0
1754818103856845824,563.0,228.0
1754818103873512448,564.0,220.0
1754818103890179072,563.0,224.0
1754818103906845696,568.0,189.0
1754818103923512320,578.0,102.0
1754818103940178944,582.0,77.0
1754818103956845824,580.0,77.0
1754818103973512448,581.0,76.0
1754818103990179072,582.0,76.0
1754818104006845696,582.0,78.0
1754818104023512320,584.0,76.0
1754818104040179200,584.0,76.0
1754818104056845824,581.0,73.0
1754818104073512448,582.0,74.0
1754818104090179072,584.0,73.0
1754818104106845696,584.0,77.0
1754818104123512320,583.0,77.0
1754818104140178944,581.0,74.0
1754818104156845824,582.0,75.0
1754818104173512448,579.0,73.0
1754818104190179072,580.0,76.0
1754818104206845696,581.0,77.0
1754818104223512320,583.0,78.0
1754818104240179200,579.0,73.0
1754818104256845824,583.0,77.0
1754818104273512448,580.0,73.0
1754818104290179072,582.0,76.0
1754818104306845696,580.0,77.0
1754818104323512320,582.0,78.0
1754818104340178944,584.0,78.0
1754818104356845824,580.0,77.0
1754818104373512448,580.0,78.0
1754818104390179072,584.0,75.0
1754818104406845696,580.0,74.0
1754818104423512320,584.0,75.0
1754818104440179200,580.0,77.0
1754818104456845824,580.0,74.0
1754818104473512448,583.0,78.0
1754818104490179072,580.0,76.0
1754818104506845696,583.0,75.0
1754818104523512320,582.0,78.0
1754818104540178944,581.0,77.0
1754818104556845824,583.0,77.0
1754818104573512448,584.0,75.0
1754818104590179072,579.0,78.0
1754818104606845696,580.0,78.0
1754818104623512320,584.0,74.0
1754818104640179200,579.0,78.0
1754818104656845824,581.0,74.0
1754818104673512448,580.0,75.0
1754818104690179072,583.0,76.0
1754818104706845696,584.0,75.0
1754818104723512320,583.0,78.0
1754818104740178944,583.0,76.0
1754818104756845824,581.0,76.0
1754818104773512448,582.0,77.0
1754818104790179072,581.0,77.0
1754818104806845696,581.0,76.0
1754818104823512320,581.0,76.0
1754818104840179200,584.0,75.0
1754818104856845824,579.0,75.0
1754818104873512448,582.0,74.0
1754818104890179072,580.0,75.0
1754818104906845696,582.0,77.0
1754818104923512320,580.0,77.0
1754818104940178944,581.0,73.0
1754818104956845824,582.0,78.0
1754818104973512448,581.0,78.0
1754818104990179072,579.0,78.0
1754818105006845696,583.0,73.0
1754818105023512320,581.0,75.0
1754818105040179200,583.0,76.0
1754818105056845824,584.0,75.0
1754818105073512448,581.0,74.0
1754818105090179072,581.0,74.0
1754818105106845696,111.0,-177.0
1754818105123512320,629.0,101.0
1754818105140178944,549.0,58.0
1754818105156845824,449.0,4.0
1754818105173512448,699.0,139.0
1754818105190179072,670.0,123.0
1754818105206845696,582.0,76.0
1754818105223512320,758.0,171.0
1754818105240179200,632.0,103.0
1754818105256845824,799.0,192.0
1754818105273512448,846.0,218.0
1754818105290179072,829.0,209.0
1754818105306845696,880.0,236.0
1754818105323512320,895.0,244.0
1754818105340178944,933.0,263.0
1754818105356845824,935.0,267.0
1754818105373512448,936.0,264.0
1754818105390179072,937.0,263.0
1754818105406845696,936.0,267.0
1754818105423512320,935.0,263.0
1754818105440179200,937.0,264.0
1754818105456845824,933.0,267.0
1754818105473512448,937.0,263.0
1754818105490179072,936.0,268.0
1754818105506845696,932.0,266.0
1754818105523512320,933.0,265.0
1754818105540178944,937.0,264.0
1754818105556845824,935.0,267.0
1754818105573512448,935.0,265.0
1754818105590179072,932.0,263.0
1754818105606845696,934.0,265.0
1754818105623512320,933.0,264.0
1754818105640179200,933.0,266.0
1754818105656845824,936.0,267.0
1754818105673512448,937.0,268.0
1754818105690179072,937.0,263.0
1754818105706845696,933.0,264.0
1754818105723512320,935.0,267.0
1754818105740178944,936.0,263.0
1754818105756845824,935.0,268.0
1754818105773512448,935.0,263.0
1754818105790179072,933.0,263.0
1754818105806845696,937.0,268.0
1754818105823512320,934.0,264.0
1754818105840179200,935.0,265.0
1754818105856845824,934.0,267.0
1754818105873512448,937.0,264.0
1754818105890179072,936.0,267.0
1754818105906845696,932.0,268.0
1754818105923512320,936.0,264.0
1754818105940178944,936.0,268.0
1754818105956845824,933.0,266.0
1754818105973512448,932.0,268.0
1754818105990179072,934.0,264.0
1754818106006845696,933.0,268.0
1754818106023512320,935.0,267.0
1754818106040179200,937.0,265.0
1754818106056845824,932.0,266.0
1754818106073512448,937.0,265.0
1754818106090179072,932.0,267.0
1754818106106845696,933.0,267.0
1754818106123512320,933.0,268.0
1754818106140178944,935.0,263.0
1754818106156845824,932.0,268.0
1754818106173512448,935.0,265.0
1754818106190179072,935.0,268.0
1754818106206845696,934.0,266.0
1754818106223512320,932.0,264.0
1754818106240179200,937.0,267.0
1754818106256845824,936.0,265.0
1754818106273512448,934.0,267.0
1754818106290179072,935.0,264.0
1754818106306845696,933.0,266.0
1754818106323512320,934.0,267.0
1754818106340178944,937.0,263.0
1754818106356845824,935.0,266.0
1754818106373512448,937.0,264.0
1754818106390179072,934.0,264.0
1754818106406845696,934.0,263.0
1754818106423512320,932.0,267.0
1754818106440179200,932.0,263.0
1754818106456845824,936.0,266.0
1754818106473512448,935.0,267.0
1754818106490179072,932.0,266.0
1754818106506845696,933.0,264.0
1754818106523512320,937.0,267.0
1754818106540178944,932.0,265.0
1754818106556845824,937.0,267.0
1754818106573512448,937.0,263.0
1754818106590179072,937.0,265.0
1754818106606845696,936.0,265.0
1754818106623512320,935.0,268.0
1754818106640179200,936.0,264.0
1754818106656845824,933.0,263.0
1754818106673512448,937.0,266.0
1754818106690179072,937.0,263.0
1754818106706845696,935.0,263.0
1754818106723512320,934.0,267.0
1754818106740178944,933.0,263.0
1754818106756845824,937.0,264.0
1754818106773512448,1000.0,189.0
1754818106790179072,1028.0,156.0
1754818106806845696,1022.0,163.0
1754818106823512320,1033.0,150.0
1754818106840179200,1044.0,137.0
1754818106856845824,,
1754818106873512448,,
1754818106890179072,,
1754818106906845696,,
1754818106923512320,,
1754818106940178944,,
1754818106956845824,,
1754818106973512448,,
1754818106990179072,,
1754818107006845696,,
1754818107023512320,,
1754818107040179200,,
1754818107056845824,1066.0,114.0
1754818107073512448,1066.0,113.0
1754818107090179072,1063.0,110.0
1754818107106845696,1064.0,114.0
1754818107123512320,1067.0,113.0
1754818107140178944,1064.0,113.0
1754818107156845824,1067.0,109.0
1754818107173512448,1067.0,113.0
1754818107190179072,1065.0,112.0
1754818107206845696,1065.0,109.0
1754818107223512320,1066.0,111.0
1754818107240179200,1067.0,110.0
1754818107256845824,1063.0,110.0
1754818107273512448,1064.0,109.0
1754818107290179072,1068.0,109.0
1754818107306845696,1066.0,112.0
1754818107323512320,1068.0,114.0
1754818107340178944,1067.0,113.0
1754818107356845824,1065.0,114.0
1754818107373512448,1067.0,112.0
1754818107390179072,1065.0,113.0
1754818107406845696,1065.0,112.0
1754818107423512320,1065.0,109.0
1754818107440179200,1068.0,114.0
1754818107456845824,1066.0,112.0
1754818107473512448,1064.0,113.0
1754818107490179072,1066.0,113.0
1754818107506845696,1068.0,112.0
1754818107523512320,1068.0,111.0
1754818107540178944,1067.0,114.0
1754818107556845824,1067.0,110.0
1754818107573512448,1065.0,110.0
1754818107590179072,1067.0,111.0
1754818107606845696,1063.0,114.0
1754818107623512320,1067.0,110.0
1754818107640179200,1065.0,114.0
1754818107656845824,1065.0,113.0
1754818107673512448,1065.0,114.0
1754818107690179072,1065.0,113.0
1754818107706845696,1063.0,109.0
1754818107723512320,1064.0,110.0
1754818107740178944,1064.0,112.0
1754818107756845824,1066.0,110.0
1754818107773512448,1064.0,112.0
1754818107790179072,1064.0,113.0
1754818107806845696,1066.0,112.0
1754818107823512320,1066.0,109.0
1754818107840179200,1066.0,114.0
1754818107856845824,1067.0,109.0
1754818107873512448,1068.0,109.0
1754818107890179072,1066.0,109.0
1754818107906845696,1068.0,109.0
1754818107923512320,1064.0,112.0
1754818107940178944,1068.0,112.0
1754818107956845824,1068.0,113.0
1754818107973512448,1066.0,110.0
1754818107990179072,1063.0,109.0
1754818108006845696,1066.0,110.0
1754818108023512320,1065.0,111.0
1754818108040179200,1066.0,112.0
1754818108056845824,1068.0,114.0
1754818108073512448,1066.0,112.0
1754818108090179072,1067.0,114.0
1754818108106845696,1068.0,110.0
1754818108123512320,1063.0,109.0
1754818108140178944,1066.0,109.0
1754818108156845824,1079.0,176.0
1754818108173512448,1032.0,-49.0
1754818108190179072,1008.0,-165.0
1754818108206845696,1022.0,-96.0
1754818108223512320,1037.0,-26.0
1754818108240179200,1113.0,338.0
1754818108256845824,1102.0,288.0
1754818108273512448,1106.0,306.0
1754818108290179072,1103.0,294.0
1754818108306845696,1099.0,274.0
1754818108323512320,1136.0,452.0
1754818108340178944,1150.0,517.0
1754818108356845824,1152.0,528.0
1754818108373512448,1167.0,597.0
1754818108390179072,1168.0,598.0
1754818108406845696,1166.0,595.0
1754818108423512320,1169.0,596.0
1754818108440179200,1167.0,596.0
1754818108456845824,1167.0,600.0
1754818108473512448,1167.0,599.0
1754818108490179072,1167.0,599.0
1754818108506845696,1168.0,596.0
1754818108523512320,1168.0,596.0
1754818108540178944,1166.0,598.0
1754818108556845824,1164.0,598.0
1754818108573512448,1168.0,600.0
1754818108590179072,1168.0,597.0
1754818108606845696,1165.0,595.0
1754818108623512320,1168.0,599.0
1754818108640179200,1168.0,598.0
1754818108656845824,1168.0,598.0
1754818108673512448,1166.0,596.0
1754818108690179072,1169.0,597.0
1754818108706845696,1164.0,600.0
1754818108723512320,1169.0,599.0
1754818108740178944,1164.0,597.0
1754818108756845824,1166.0,599.0
1754818108773512448,1167.0,598.0
1754818108790179072,1168.0,596.0
1754818108806845696,1167.0,598.0
1754818108823512320,1167.0,600.0
1754818108840179200,1167.0,600.0
1754818108856845824,1164.0,599.0
1754818108873512448,1169.0,595.0
1754818108890179072,1167.0,597.0
1754818108906845696,1166.0,595.0
1754818108923512320,1164.0,599.0
1754818108940178944,1169.0,599.0
1754818108956845824,1164.0,597.0
1754818108973512448,1164.0,597.0
1754818108990179072,1169.0,596.0
1754818109006845696,1168.0,595.0
1754818109023512320,1165.0,598.0
1754818109040179200,1166.0,599.0
1754818109056845824,1164.0,595.0
1754818109073512448,1167.0,597.0
1754818109090179072,1167.0,600.0
1754818109106845696,1164.0,599.0
1754818109123512320,1166.0,597.0
1754818109140178944,1164.0,600.0
1754818109156845824,1168.0,598.0
1754818109173512448,1169.0,596.0
1754818109190179072,1166.0,599.0
1754818109206845696,1166.0,596.0
1754818109223512320,1168.0,598.0
1754818109240179200,1164.0,596.0
1754818109256845824,1166.0,595.0
1754818109273512448,1168.0,599.0
1754818109290179072,1167.0,597.0
1754818109306845696,1167.0,598.0
1754818109323512320,1169.0,596.0
1754818109340178944,1169.0,596.0
1754818109356845824,1166.0,598.0
1754818109373512448,1168.0,598.0
1754818109390179072,1164.0,596.0
1754818109406845696,1168.0,600.0
1754818109423512320,1169.0,597.0
1754818109440179200,1021.0,443.0
1754818109456845824,963.0,381.0
1754818109473512448,929.0,345.0
1754818109490179072,1103.0,530.0
1754818109506845696,893.0,306.0
1754818109523512320,1021.0,443.0
1754818109540178944,862.0,273.0
1754818109556845824,913.0,327.0
1754818109573512448,804.0,211.0
1754818109590179072,695.0,95.0
1754818109606845696,,
1754818109623512320,,
1754818109640179200,,
1754818109656845824,,
1754818109673512448,,
1754818109690179072,,
1754818109706845696,,
1754818109723512320,,
1754818109740178944,,
1754818109756845824,,
1754818109773512448,,
1754818109790179072,,
1754818109806845696,,
1754818109823512320,,
1754818109840179200,,
1754818109856845824,,
1754818109873512448,,
1754818109890179072,,
1754818109906845696,,
1754818109923512320,,
1754818109940178944,,
1754818109956845824,656.0,58.0
1754818109973512448,656.0,59.0
1754818109990179072,659.0,57.0
1754818110006845696,659.0,59.0
1754818110023512320,661.0,55.0
1754818110040179200,661.0,55.0
1754818110056845824,657.0,54.0
1754818110073512448,661.0,57.0
1754818110090179072,658.0,59.0
1754818110106845696,657.0,54.0
1754818110123512320,657.0,58.0
1754818110140178944,658.0,57.0
1754818110156845824,661.0,56.0
1754818110173512448,656.0,56.0
1754818110190179072,659.0,58.0
1754818110206845696,660.0,56.0
1754818110223512320,657.0,57.0
1754818110240179200,657.0,56.0
1754818110256845824,657.0,57.0
1754818110273512448,659.0,58.0
1754818110290179072,658.0,55.0
1754818110306845696,659.0,55.0
1754818110323512320,660.0,57.0
1754818110340178944,660.0,57.0
1754818110356845824,661.0,58.0
1754818110373512448,657.0,58.0
1754818110390179072,657.0,54.0
1754818110406845696,660.0,58.0
1754818110423512320,658.0,55.0
1754818110440179200,658.0,58.0
1754818110456845824,656.0,58.0
1754818110473512448,661.0,56.0
1754818110490179072,657.0,59.0
1754818110506845696,659.0,55.0
1754818110523512320,657.0,54.0
1754818110540178944,658.0,55.0
1754818110556845824,658.0,57.0
1754818110573512448,657.0,57.0
1754818110590179072,659.0,56.0
1754818110606845696,660.0,58.0
1754818110623512320,658.0,57.0
1754818110640179200,661.0,58.0
1754818110656845824,659.0,55.0
1754818110673512448,589.0,307.0
1754818110690179072,591.0,302.0
1754818110706845696,593.0,293.0
1754818110723512320,542.0,481.0
1754818110740178944,534.0,508.0
1754818110756845824,518.0,566.0
1754818110773512448,,
1754818110790179072,,
1754818110806845696,,
1754818110823512320,,
1754818110840179200,,
1754818110856845824,,
1754818110873512448,,
1754818110890179072,,
1754818110906845696,,
1754818110923512320,,
1754818110940178944,509.0,610.0
1754818110956845824,507.0,608.0
1754818110973512448,509.0,606.0
1754818110990179072,507.0,608.0
1754818111006845696,505.0,609.0
1754818111023512320,506.0,610.0
1754818111040179200,507.0,610.0
1754818111056845824,505.0,608.0
1754818111073512448,505.0,606.0
1754818111090179072,507.0,607.0
1754818111106845696,504.0,608.0
1754818111123512320,509.0,608.0
1754818111140178944,509.0,606.0
1754818111156845824,509.0,611.0
1754818111173512448,506.0,608.0
1754818111190179072,508.0,610.0
1754818111206845696,506.0,610.0
1754818111223512320,506.0,610.0
1754818111240179200,508.0,609.0
1754818111256845824,507.0,611.0
1754818111273512448,504.0,611.0
1754818111290179072,509.0,607.0
1754818111306845696,509.0,607.0
1754818111323512320,506.0,611.0
1754818111340178944,507.0,607.0
1754818111356845824,509.0,611.0
1754818111373512448,504.0,607.0
1754818111390179072,506.0,609.0
1754818111406845696,505.0,608.0
1754818111423512320,507.0,611.0
1754818111440179200,508.0,610.0
1754818111456845824,509.0,611.0
1754818111473512448,508.0,606.0
1754818111490179072,504.0,606.0
1754818111506845696,508.0,607.0
1754818111523512320,504.0,607.0
1754818111540178944,506.0,607.0
1754818111556845824,504.0,610.0
1754818111573512448,506.0,609.0
1754818111590179072,507.0,610.0
1754818111606845696,506.0,607.0
1754818111623512320,505.0,607.0
1754818111640179200,507.0,611.0
1754818111656845824,506.0,606.0
1754818111673512448,508.0,610.0
1754818111690179072,507.0,610.0
1754818111706845696,509.0,608.0
1754818111723512320,506.0,609.0
1754818111740178944,504.0,606.0
1754818111756845824,505.0,609.0
1754818111773512448,504.0,607.0
1754818111790179072,505.0,607.0
1754818111806845696,509.0,607.0
1754818111823512320,507.0,610.0
1754818111840179200,505.0,606.0
1754818111856845824,508.0,607.0
1754818111873512448,508.0,610.0
1754818111890179072,509.0,606.0
1754818111906845696,504.0,610.0
1754818111923512320,507.0,611.0
1754818111940178944,505.0,607.0
1754818111956845824,506.0,611.0
1754818111973512448,507.0,606.0
1754818111990179072,504.0,610.0
1754818112006845696,504.0,611.0
1754818112023512320,509.0,611.0
1754818112040179200,506.0,609.0
1754818112056845824,506.0,611.0
1754818112073512448,504.0,608.0
1754818112090179072,506.0,610.0
1754818112106845696,507.0,608.0
1754818112123512320,504.0,607.0
1754818112140178944,504.0,608.0
1754818112156845824,747.0,529.0
1754818112173512448,771.0,521.0
1754818112190179072,799.0,511.0
1754818112206845696,819.0,505.0
1754818112223512320,843.0,497.0
1754818112240179200,867.0,489.0
1754818112256845824,865.0,490.0
1754818112273512448,868.0,490.0
1754818112290179072,869.0,491.0
1754818112306845696,866.0,487.0
1754818112323512320,865.0,487.0
1754818112340178944,867.0,487.0
1754818112356845824,868.0,489.0
1754818112373512448,868.0,491.0
1754818112390179072,867.0,489.0
1754818112406845696,865.0,487.0
1754818112423512320,864.0,486.0
1754818112440179200,866.0,488.0
1754818112456845824,865.0,486.0
1754818112473512448,868.0,490.0
1754818112490179072,866.0,490.0
1754818112506845696,866.0,487.0
1754818112523512320,867.0,487.0
1754818112540178944,865.0,489.0
1754818112556845824,867.0,490.0
1754818112573512448,866.0,488.0
1754818112590179072,865.0,489.0
1754818112606845696,865.0,488.0
1754818112623512320,868.0,490.0
1754818112640179200,864.0,488.0
1754818112656845824,866.0,491.0
1754818112673512448,868.0,491.0
1754818112690179072,868.0,486.0
1754818112706845696,867.0,487.0
1754818112723512320,867.0,486.0
1754818112740178944,865.0,490.0
1754818112756845824,865.0,490.0
1754818112773512448,866.0,487.0
1754818112790179072,865.0,489.0
1754818112806845696,866.0,491.0
1754818112823512320,864.0,487.0
1754818112840179200,865.0,490.0
1754818112856845824,869.0,491.0
1754818112873512448,864.0,486.0
1754818112890179072,865.0,487.0
1754818112906845696,867.0,489.0
1754818112923512320,869.0,491.0
1754818112940178944,865.0,489.0
1754818112956845824,865.0,486.0
1754818112973512448,869.0,486.0
1754818112990179072,864.0,486.0
1754818113006845696,865.0,491.0
1754818113023512320,867.0,491.0
1754818113040179200,868.0,486.0
1754818113056845824,868.0,491.0
1754818113073512448,866.0,487.0
1754818113090179072,868.0,487.0
1754818113106845696,865.0,490.0
1754818113123512320,865.0,486.0
1754818113140178944,869.0,487.0
1754818113156845824,867.0,486.0
1754818113173512448,866.0,490.0
1754818113190179072,865.0,491.0
1754818113206845696,866.0,491.0
1754818113223512320,866.0,487.0
1754818113240179200,867.0,488.0
1754818113256845824,864.0,489.0
1754818113273512448,883.0,437.0
1754818113290179072,910.0,352.0
1754818113306845696,936.0,270.0
1754818113323512320,957.0,203.0
1754818113340178944,949.0,229.0
1754818113356845824,974.0,149.0
1754818113373512448,979.0,126.0
1754818113390179072,979.0,122.0
1754818113406845696,983.0,125.0
1754818113423512320,981.0,126.0
1754818113440179200,979.0,122.0
1754818113456845824,983.0,123.0
1754818113473512448,982.0,123.0
1754818113490179072,984.0,124.0
1754818113506845696,980.0,122.0
1754818113523512320,980.0,122.0
1754818113540178944,980.0,124.0
1754818113556845824,980.0,127.0
1754818113573512448,980.0,122.0
1754818113590179072,981.0,123.0
1754818113606845696,979.0,124.0
1754818113623512320,984.0,127.0
1754818113640179200,984.0,125.0
1754818113656845824,980.0,125.0
1754818113673512448,979.0,122.0
1754818113690179072,979.0,126.0
1754818113706845696,982.0,125.0
1754818113723512320,980.0,123.0
1754818113740178944,983.0,124.0
1754818113756845824,979.0,127.0
1754818113773512448,984.0,124.0
1754818113790179072,983.0,123.0
1754818113806845696,982.0,124.0
1754818113823512320,979.0,122.0
1754818113840179200,981.0,126.0
1754818113856845824,983.0,123.0
1754818113873512448,980.0,123.0
1754818113890179072,982.0,126.0
1754818113906845696,979.0,127.0
1754818113923512320,980.0,127.0
1754818113940178944,980.0,123.0
1754818113956845824,982.0,126.0
1754818113973512448,981.0,124.0
1754818113990179072,979.0,123.0
1754818114006845696,983.0,125.0
1754818114023512320,980.0,122.0
1754818114040179200,982.0,127.0
1754818114056845824,983.0,126.0
1754818114073512448,983.0,125.0
1754818114090179072,982.0,127.0
1754818114106845696,984.0,126.0
1754818114123512320,983.0,124.0
1754818114140178944,982.0,123.0
1754818114156845824,983.0,123.0
1754818114173512448,982.0,124.0
1754818114190179072,980.0,126.0
1754818114206845696,981.0,122.0
1754818114223512320,979.0,125.0
1754818114240179200,982.0,123.0
1754818114256845824,980.0,125.0
1754818114273512448,983.0,125.0
1754818114290179072,981.0,124.0
1754818114306845696,984.0,122.0
1754818114323512320,981.0,122.0
1754818114340178944,980.0,127.0
1754818114356845824,979.0,127.0
1754818114373512448,982.0,122.0
1754818114390179072,980.0,123.0
1754818114406845696,980.0,126.0
1754818114423512320,982.0,124.0
1754818114440179200,982.0,124.0
1754818114456845824,983.0,125.0
1754818114473512448,979.0,123.0
1754818114490179072,984.0,126.0
1754818114506845696,979.0,122.0
1754818114523512320,980.0,124.0
1754818114540178944,984.0,125.0
1754818114556845824,982.0,126.0
1754818114573512448,981.0,122.0
1754818114590179072,981.0,126.0
1754818114606845696,984.0,123.0
1754818114623512320,981.0,123.0
1754818114640179200,980.0,124.0
1754818114656845824,982.0,125.0
1754818114673512448,982.0,122.0
1754818114690179072,981.0,122.0
1754818114706845696,982.0,123.0
1754818114723512320,979.0,125.0
1754818114740178944,960.0,182.0
1754818114756845824,989.0,104.0
1754818114773512448,975.0,143.0
1754818114790179072,1005.0,63.0
1754818114806845696,966.0,166.0
1754818114823512320,950.0,209.0
1754818114840179200,955.0,194.0
1754818114856845824,932.0,257.0
1754818114873512448,927.0,270.0
1754818114890179072,929.0,263.0
1754818114906845696,916.0,298.0
1754818114923512320,909.0,310.0
1754818114940178944,913.0,311.0
1754818114956845824,911.0,312.0
1754818114973512448,914.0,311.0
1754818114990179072,910.0,307.0
1754818115006845696,910.0,310.0
1754818115023512320,912.0,311.0
1754818115040179200,910.0,310.0
1754818115056845824,912.0,312.0
1754818115073512448,912.0,307.0
1754818115090179072,909.0,311.0
1754818115106845696,913.0,311.0
1754818115123512320,914.0,310.0
1754818115140178944,914.0,310.0
1754818115156845824,909.0,312.0
1754818115173512448,913.0,312.0
1754818115190179072,913.0,311.0
1754818115206845696,912.0,309.0
1754818115223512320,914.0,309.0
1754818115240179200,909.0,307.0
1754818115256845824,910.0,308.0
1754818115273512448,914.0,311.0
1754818115290179072,910.0,309.0
1754818115306845696,912.0,310.0
1754818115323512320,913.0,310.0
1754818115340178944,912.0,311.0
1754818115356845824,913.0,308.0
1754818115373512448,909.0,312.0
1754818115390179072,914.0,307.0
1754818115406845696,910.0,309.0
1754818115423512320,911.0,311.0
1754818115440179200,912.0,309.0
1754818115456845824,910.0,308.0
1754818115473512448,911.0,312.0
1754818115490179072,913.0,312.0
1754818115506845696,914.0,311.0
1754818115523512320,912.0,307.0
1754818115540178944,911.0,307.0
1754818115556845824,910.0,308.0
1754818115573512448,910.0,311.0
1754818115590179072,911.0,311.0
1754818115606845696,913.0,309.0
1754818115623512320,912.0,308.0
